"filename", "language", "Java", "Java Properties", "JavaScript", "CSS", "JavaScript JSX", "XML", "comment", "blank", "total"
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Attractions/Attractions.java", "Java", 126, 0, 0, 0, 0, 0, 12, 39, 177
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Attractions/AttractionsController.java", "Java", 130, 0, 0, 0, 0, 0, 37, 47, 214
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Attractions/AttractionsRepo.java", "Java", 16, 0, 0, 0, 0, 0, 0, 7, 23
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/BudgetBuilder/BudgetBuilder.java", "Java", 34, 0, 0, 0, 0, 0, 0, 11, 45
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/FlightObjects/Flights.java", "Java", 29, 0, 0, 0, 0, 0, 1, 13, 43
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/FlightObjects/FlightsConfig.java", "Java", 27, 0, 0, 0, 0, 0, 1, 10, 38
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/FlightsController.java", "Java", 288, 0, 0, 0, 0, 0, 63, 103, 454
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/FlightsRepo.java", "Java", 34, 0, 0, 0, 0, 0, 0, 18, 52
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/ItineraryObjects/Itineraries.java", "Java", 59, 0, 0, 0, 0, 0, 3, 19, 81
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/ItineraryObjects/ItinerariesRepo.java", "Java", 4, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/SegmentObject/Segments.java", "Java", 49, 0, 0, 0, 0, 0, 0, 8, 57
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Flights/SegmentObject/SegmentsRepo.java", "Java", 4, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Hotels/HotelController.java", "Java", 139, 0, 0, 0, 0, 0, 49, 73, 261
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Hotels/Hotels.java", "Java", 152, 0, 0, 0, 0, 0, 15, 35, 202
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Hotels/HotelsRepo.java", "Java", 10, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/RestApplication.java", "Java", 15, 0, 0, 0, 0, 0, 1, 7, 23
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Restaurants/Restaurants.java", "Java", 108, 0, 0, 0, 0, 0, 0, 29, 137
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Restaurants/RestaurantsController.java", "Java", 115, 0, 0, 0, 0, 0, 36, 41, 192
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Restaurants/RestaurantsRepo.java", "Java", 4, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Security/ApplicationSecurity.java", "Java", 25, 0, 0, 0, 0, 0, 12, 10, 47
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Security/LoginController.java", "Java", 21, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Security/SecurityConfig.java", "Java", 0, 0, 0, 0, 0, 0, 23, 2, 25
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/User/User.java", "Java", 46, 0, 0, 0, 0, 0, 7, 17, 70
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/User/UserController.java", "Java", 37, 0, 0, 0, 0, 0, 21, 14, 72
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/User/UserRepo.java", "Java", 10, 0, 0, 0, 0, 0, 0, 6, 16
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/User/UserRepoOAuth.java", "Java", 7, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Vacation/Vacation.java", "Java", 67, 0, 0, 0, 0, 0, 11, 20, 98
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Vacation/VacationController.java", "Java", 152, 0, 0, 0, 0, 0, 7, 42, 201
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/Vacation/VacationRepo.java", "Java", 13, 0, 0, 0, 0, 0, 0, 7, 20
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/java/com/springbackend/app/rest/VacationBuilder/VacationBuilder.java", "Java", 13, 0, 0, 0, 0, 0, 10, 8, 31
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/resources/application-dev.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/main/resources/application.properties", "Java Properties", 0, 19, 0, 0, 0, 0, 10, 10, 39
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/backend/src/test/java/com/springbackend/app/rest/RestApplicationTests.java", "Java", 9, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/App.css", "CSS", 0, 0, 0, -67, 0, 0, 0, -11, -78
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/App.js", "JavaScript", 0, 0, -54, 0, 0, 0, -6, -11, -71
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Home/HomePage.css", "CSS", 0, 0, 0, -117, 0, 0, 0, -14, -131
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Home/HomePage.jsx", "JavaScript JSX", 0, 0, 0, 0, -91, 0, -26, -10, -127
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Images/logo.svg", "XML", 0, 0, 0, 0, 0, -1, 0, 0, -1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Login/LoginPage.js", "JavaScript", 0, 0, -48, 0, 0, 0, -2, -8, -58
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Login/login 2.css", "CSS", 0, 0, 0, -78, 0, 0, -20, -17, -115
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Login/login.css", "CSS", 0, 0, 0, -78, 0, 0, -20, -17, -115
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Login/loginTemplate.jsx", "JavaScript JSX", 0, 0, 0, 0, -93, 0, -5, -14, -112
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Attractions/Attractions.css", "CSS", 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Attractions/Attractions.jsx", "JavaScript JSX", 0, 0, 0, 0, -72, 0, -19, -13, -104
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/BudgetBuilder/BudgetBuilder.css", "CSS", 0, 0, 0, -45, 0, 0, 0, -6, -51
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/BudgetBuilder/BudgetBuilder.jsx", "JavaScript JSX", 0, 0, 0, 0, -59, 0, 0, -4, -63
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Details/Details.css", "CSS", 0, 0, 0, -207, 0, 0, -9, -29, -245
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Details/Details.jsx", "JavaScript JSX", 0, 0, 0, 0, -175, 0, -11, -26, -212
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Details/IncDecCounter.js", "JavaScript", 0, 0, -35, 0, 0, 0, 0, -2, -37
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/FlightCard/FlightCard.css", "CSS", 0, 0, 0, -260, 0, 0, -66, -44, -370
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/FlightCard/SegmentRowLeft.jsx", "JavaScript JSX", 0, 0, 0, 0, -91, 0, 0, -7, -98
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/FlightCard/SegmentRowRight.jsx", "JavaScript JSX", 0, 0, 0, 0, -81, 0, -1, -9, -91
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/FlightCard/SegmentWrapper.jsx", "JavaScript JSX", 0, 0, 0, 0, -118, 0, -10, -23, -151
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/Flights.css", "CSS", 0, 0, 0, -128, 0, 0, -17, -33, -178
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Flights/Flights.jsx", "JavaScript JSX", 0, 0, 0, 0, -66, 0, -6, -9, -81
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCard/GridCard.css", "CSS", 0, 0, 0, -79, 0, 0, -2, -15, -96
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCard/GridCard.jsx", "JavaScript JSX", 0, 0, 0, 0, -120, 0, -21, -20, -161
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCardAttrications/GridCardAttrications.css", "CSS", 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/GridCardAttrications/GridCardAttrications.jsx", "JavaScript JSX", 0, 0, 0, 0, -38, 0, -1, -2, -41
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Hotels/Hotels.css", "CSS", 0, 0, 0, -24, 0, 0, -1, -6, -31
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Hotels/Hotels.jsx", "JavaScript JSX", 0, 0, 0, 0, -72, 0, -19, -19, -110
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/MainAPI/MainAPI.css", "CSS", 0, 0, 0, -11, 0, 0, 0, 0, -11
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/MainAPI/MainAPI.jsx", "JavaScript JSX", 0, 0, 0, 0, -108, 0, -29, -30, -167
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/MainAPI/loaders.js", "JavaScript", 0, 0, -15, 0, 0, 0, -28, -6, -49
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar.css", "CSS", 0, 0, 0, -93, 0, 0, -2, -15, -110
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Navbar/Navbar.jsx", "JavaScript JSX", 0, 0, 0, 0, -96, 0, 0, -7, -103
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage.css", "CSS", 0, 0, 0, -103, 0, 0, -20, -23, -146
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Signup/SignupPage.jsx", "JavaScript JSX", 0, 0, 0, 0, -114, 0, -41, -12, -167
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/StarRating/StarRating.jsx", "JavaScript JSX", 0, 0, 0, 0, -21, 0, 0, -5, -26
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Cards/RemoveFromTrip.js", "JavaScript", 0, 0, -23, 0, 0, 0, -13, -9, -45
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Cards/SegmentWrapperSummary.css", "CSS", 0, 0, 0, -240, 0, 0, -77, -39, -356
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Cards/SegmentWrapperSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, -104, 0, -4, -16, -124
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Cards/SummaryGridCard.css", "CSS", 0, 0, 0, -83, 0, 0, -7, -18, -108
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Cards/SummaryGridCard.jsx", "JavaScript JSX", 0, 0, 0, 0, -123, 0, -17, -31, -171
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Summary.css", "CSS", 0, 0, 0, -163, 0, 0, -21, -38, -222
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Main/Summary/Summary.jsx", "JavaScript JSX", 0, 0, 0, 0, -129, 0, -81, -27, -237
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/Components/Signup/SignupPage.jsx", "JavaScript JSX", 0, 0, 0, 0, -10, 0, 0, -2, -12
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/System/reportWebVitals.js", "JavaScript", 0, 0, -12, 0, 0, 0, 0, -1, -13
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/index.js", "JavaScript", 0, 0, -16, 0, 0, 0, -3, -4, -23
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/store/store 2.js", "JavaScript", 0, 0, -19, 0, 0, 0, -4, -5, -28
"/Users/nickgendron/Desktop/CSC-3380-Rainbow-Team/frontend/src/store/store.js", "JavaScript", 0, 0, -19, 0, 0, 0, -4, -5, -28
"Total", "-", 1743, 19, -241, -1776, -1781, -1, -294, -38, -2369